TYPE,TRACE,A

DATE & TIME,19Jul2013 08:47PM WETDS
215,-32.597
216,-33.582
217,-33.663
218,-33.745
219,-33.830
220,-33.065
221,-33.969
222,-34.026
223,-34.085
224,-34.144
225,-34.204
226,-34.265
227,-30.829
228,-34.389
229,-34.452
230,-33.823
231,-33.922
232,-34.618
233,-33.497
234,-34.732
235,-34.242
236,-33.932
237,-33.511
238,-34.969
239,-35.027
240,-35.085
241,-32.339
242,-32.469
243,-34.297
244,-33.703
245,-32.533
246,-33.097
247,-35.515
248,-35.557
249,-35.595
250,-35.633
251,-33.869
252,-33.629
253,-35.749
254,-31.972
255,-35.829
256,-35.869
257,-33.314
258,-32.313
259,-35.946
260,-35.970
261,-35.379
262,-36.020
263,-32.465
264,-36.070
265,-35.259
266,-34.752
267,-32.481
268,-34.417
269,-33.824
270,-36.250
271,-31.079
272,-33.371
273,-35.654
274,-34.593
275,-31.850
276,-36.449
277,-34.567
278,-33.278
279,-36.556
280,-36.592
281,-36.311
282,-33.565
283,-36.702
284,-33.089
285,-33.330
286,-34.245
287,-36.775
288,-36.790
289,-36.805
290,-32.721
291,-34.480
292,-36.852
293,-33.536
294,-35.403
295,-33.744
296,-35.696
297,-36.938
298,-35.005
299,-35.726
300,-33.052
301,-36.051
302,-36.205
303,-37.040
304,-35.914
305,-34.301
306,-37.083
307,-34.942
308,-33.945
309,-35.221
310,-32.483
311,-34.707
312,-34.447
313,-33.414
314,-34.720
315,-37.130
316,-33.396
317,-36.579
318,-36.135
319,-34.744
320,-35.542
321,-36.701
322,-36.414
323,-33.941
324,-37.289
325,-37.275
326,-37.261
327,-36.463
328,-33.911
329,-31.899
330,-35.466
331,-36.478
332,-36.436
333,-35.569
334,-33.468
335,-37.325
336,-34.986
337,-31.609
338,-36.819
339,-34.613
340,-33.015
341,-35.418
342,-37.481
343,-33.057
344,-32.756
345,-33.690
346,-33.448
347,-35.272
348,-34.158
349,-32.972
350,-37.688
351,-37.066
352,-34.169
353,-35.713
354,-35.038
355,-33.628
356,-37.839
357,-34.961
358,-33.880
359,-34.090
360,-34.200
361,-38.039
362,-32.801
363,-32.835
364,-32.512
365,-34.938
366,-31.949
367,-35.078
368,-33.566
369,-34.374
370,-35.742
371,-33.450
372,-34.872
373,-33.598
374,-35.174
375,-33.748
376,-36.281
377,-33.825
378,-34.461
379,-35.570
380,-33.213
381,-33.544
382,-34.593
383,-35.388
384,-34.714
385,-34.318
386,-34.758
387,-34.460
388,-33.512
389,-34.277
390,-34.249
391,-35.331
392,-35.901
393,-35.005
394,-35.609
395,-35.641
396,-33.804
397,-34.651
398,-35.822
399,-35.132
400,-33.622
401,-34.965
402,-35.281
403,-33.941
404,-34.248
405,-33.922
406,-34.793
407,-34.440
408,-33.390
409,-32.584
410,-32.421
411,-32.518
412,-31.493
413,-30.734
414,-30.653
415,-30.172
416,-29.785
417,-29.301
418,-28.997
419,-28.809
420,-28.446
421,-28.106
422,-27.911
423,-27.627
424,-27.600
425,-27.358
426,-27.282
427,-27.129
428,-27.076
429,-27.154
430,-27.327
431,-27.485
432,-27.876
433,-28.406
434,-28.536
435,-29.043
436,-29.461
437,-30.035
438,-30.481
439,-31.221
440,-31.574
441,-31.671
442,-32.081
443,-31.590
444,-32.103
445,-32.006
446,-32.120
447,-31.844
448,-32.277
449,-32.124
450,-32.318
451,-32.385
452,-32.239
453,-32.259
454,-32.053
455,-32.225
456,-32.054
457,-32.306
458,-32.460
459,-32.260
460,-32.335
461,-32.246
462,-32.468
463,-32.237
464,-32.535
465,-32.845
466,-32.870
467,-32.573
468,-33.038
469,-32.811
470,-32.645
471,-32.838
472,-32.650
473,-32.708
474,-32.840
475,-32.696
476,-32.582
477,-33.006
478,-32.971
479,-33.107
480,-32.936
481,-32.975
482,-32.946
483,-32.951
484,-33.258
485,-33.276
486,-33.140
487,-33.276
488,-33.522
489,-33.461
490,-33.285
491,-33.216
492,-33.428
493,-33.461
494,-33.559
495,-33.438
496,-33.422
497,-33.654
498,-33.389
499,-33.385
500,-33.812
501,-33.617
502,-33.503
503,-33.834
504,-33.447
505,-33.918
506,-33.669
507,-33.724
508,-33.749
509,-33.613
510,-34.026
511,-33.790
512,-33.481
513,-34.228
514,-34.048
515,-34.186
516,-33.970
517,-34.171
518,-34.257
519,-33.956
520,-34.278
521,-34.536
522,-34.545
523,-34.026
524,-34.457
525,-34.263
526,-34.490
527,-34.213
528,-34.353
529,-34.391
530,-34.380
531,-34.216
532,-34.556
533,-34.786
534,-34.838
535,-35.071
536,-34.857
537,-35.062
538,-35.162
539,-34.936
540,-35.480
541,-35.064
542,-35.719
543,-35.374
544,-35.535
545,-35.871
546,-35.897
547,-35.291
548,-35.640
549,-35.792
550,-35.689
551,-36.015
552,-35.852
553,-35.841
554,-35.942
555,-35.671
556,-35.830
557,-35.852
558,-35.615
559,-36.414
560,-36.433
561,-36.678
562,-36.487
563,-36.661
564,-37.018
565,-36.437
566,-36.491
567,-36.254
568,-36.814
569,-35.998
570,-36.266
571,-36.346
572,-36.147
573,-36.614
574,-36.765
575,-36.998
576,-37.339
577,-37.305
578,-37.447
579,-37.673
580,-37.637
581,-37.640
582,-37.177
583,-37.681
584,-37.709
585,-37.197
586,-37.547
587,-37.239
588,-37.745
589,-37.105
590,-37.472
591,-37.272
592,-38.164
593,-37.607
594,-37.584
595,-37.263
596,-38.437
597,-37.101
598,-37.496
599,-37.508
600,-36.979
601,-37.545
602,-37.906
603,-37.661
604,-37.285
605,-37.516
606,-37.509
607,-37.600
608,-38.426
609,-37.213
610,-37.396
611,-37.416
612,-37.676
613,-37.591
614,-37.817
615,-38.005
616,-37.430
617,-37.253
618,-37.876
619,-37.317
620,-37.346
621,-37.724
622,-37.538
623,-37.563
624,-37.559
625,-36.877
626,-37.528
627,-37.727
628,-37.460
629,-37.467
630,-37.271
631,-37.866
632,-37.493
633,-37.103
634,-37.168
635,-37.060
636,-37.127
637,-36.780
638,-37.232
639,-37.223
640,-37.312
641,-37.341
642,-37.269
643,-36.915
644,-36.685
645,-36.933
646,-37.507
647,-37.475
648,-36.739
649,-36.842
650,-36.581
651,-36.390
652,-37.023
653,-36.664
654,-37.245
655,-36.717
656,-36.915
657,-36.162
658,-36.077
659,-36.884
660,-36.252
661,-36.106
662,-35.977
663,-35.844
664,-35.861
665,-35.847
666,-35.979
667,-35.830
668,-35.696
669,-35.860
670,-35.863
671,-35.895
672,-35.632
673,-35.809
674,-35.910
675,-35.870
676,-35.780
677,-35.500
678,-35.467
679,-35.453
680,-35.522
681,-35.605
682,-35.699
683,-35.163
684,-35.692
685,-35.318
686,-36.434
687,-35.444
688,-35.270
689,-34.961
690,-35.313
691,-35.023
692,-35.008
693,-34.861
694,-34.993
695,-34.963
696,-35.222
697,-34.522
698,-34.756
699,-35.027
700,-34.872
701,-35.321
702,-34.958
703,-35.302
704,-35.458
705,-35.415
706,-35.211
707,-35.457
708,-35.508
709,-36.009
710,-35.987
711,-35.122
712,-36.100
713,-35.605
714,-35.646
715,-35.820
716,-35.614
717,-35.401
718,-35.245
719,-35.728
720,-35.473
721,-35.874
722,-35.770
723,-35.819
724,-35.565
725,-35.691
726,-35.661
727,-35.831
728,-35.640
729,-34.894
730,-35.886
731,-35.682
732,-35.787
733,-35.260
734,-35.365
735,-36.135
736,-35.488
737,-36.170
738,-35.578
739,-35.780
740,-35.762
741,-36.197
742,-35.901
743,-35.519
744,-35.324
745,-36.059
746,-36.488
747,-35.541
748,-36.271
749,-36.012
750,-36.337
751,-36.112
752,-36.123
753,-36.911
754,-36.234
755,-35.870
756,-35.953
757,-36.223
758,-37.200
759,-36.803
760,-37.365
761,-36.641
762,-36.747
763,-37.442
764,-37.439
765,-36.631
766,-37.087
767,-37.146
768,-36.508
769,-37.332
770,-37.030
771,-36.720
772,-36.159
773,-36.724
774,-36.842
775,-36.194
776,-36.587
777,-36.732
778,-36.530
779,-36.645
780,-37.788
781,-36.638
782,-36.848
783,-37.215
784,-36.517
785,-36.622
786,-36.629
787,-37.369
788,-36.738
789,-37.418
790,-37.494
791,-37.166
792,-36.646
793,-36.904
794,-37.206
795,-36.682
796,-36.892
797,-37.414
798,-37.168
799,-36.292
800,-36.601
801,-36.822
802,-36.596
803,-37.326
804,-37.000
805,-36.958
806,-36.658
807,-36.604
808,-36.597
809,-37.726
810,-35.958
811,-36.681
812,-36.437
813,-36.221
814,-36.325
815,-36.168
816,-35.965
817,-35.906
818,-35.910
819,-36.347
820,-35.737
821,-35.924
822,-35.484
823,-35.584
824,-36.115
825,-35.787
826,-35.554
827,-35.376
828,-35.616
829,-35.436
830,-35.919
831,-35.746
832,-35.749
833,-36.062
834,-35.740
835,-35.255
836,-35.278
837,-35.651
838,-35.829
839,-35.865
840,-35.748
841,-35.394
842,-35.374
843,-34.888
844,-35.159
845,-35.517
846,-35.275
847,-35.528
848,-35.063
849,-35.700
850,-35.059
851,-35.228
852,-35.040
853,-35.322
854,-35.915
855,-35.584
856,-35.790
857,-35.657
858,-35.478
859,-35.727
860,-35.439
861,-35.653
862,-36.623
863,-36.495
864,-36.294
865,-36.034
866,-35.434
867,-36.059
868,-35.678
869,-35.715
870,-35.912
871,-35.690
872,-35.654
873,-35.418
874,-35.478
875,-35.527
876,-35.531
877,-35.347
878,-34.943
879,-35.324
880,-35.184
881,-35.073
882,-35.010
883,-34.909
884,-34.970
885,-35.036
886,-35.169
887,-34.834
888,-34.818
889,-34.318
890,-34.743
891,-35.214
892,-35.200
893,-34.713
894,-34.788
895,-35.023
896,-35.912
897,-35.301
898,-34.933
899,-34.721
900,-35.343
901,-35.140
902,-35.439
903,-35.303
904,-35.313
905,-35.871
906,-35.758
907,-35.359
908,-35.167
909,-35.703
910,-35.015
911,-35.133
912,-36.036
913,-35.721
914,-35.288
915,-34.895
916,-35.053
917,-35.327
918,-34.719
919,-35.759
920,-35.158
921,-34.589
922,-35.434
923,-34.849
924,-35.110
925,-34.674
926,-35.021
927,-35.623
928,-35.292
929,-35.394
930,-35.180
931,-35.015
932,-34.856
933,-34.959
934,-34.686
935,-34.340
936,-35.411
937,-34.914
938,-34.460
939,-34.777
940,-34.880
941,-34.174
942,-34.884
943,-34.942
944,-34.757
945,-35.232
946,-34.630
947,-34.762
948,-33.901
949,-34.802
950,-34.221
951,-34.325
952,-34.693
953,-35.496
954,-34.908
955,-34.338
956,-34.046
957,-34.323
958,-33.791
959,-35.283
960,-34.298
961,-34.955
962,-34.471
963,-35.120
964,-35.079
965,-35.138
966,-35.041
967,-35.469
968,-34.712
969,-35.524
970,-34.706
971,-35.110
972,-35.374
973,-34.539
974,-34.942
975,-34.537
976,-36.364
977,-34.726
978,-33.928
979,-35.272
980,-35.461
981,-36.283
982,-35.150
983,-35.601
984,-34.696
985,-34.598
986,-36.642
987,-34.447
988,-34.330
989,-35.086
990,-34.676
991,-35.148
992,-33.850
993,-34.679
994,-33.848
995,-33.133
996,-33.552
997,-34.471
998,-34.812
999,-32.736
1000,-33.960
1001,-33.496


STATE,0.vs,ZZZZZ000000097CW00lWW0mbyy7oOdm05(udn8c)8crGssZ(PBzQ7Q,Z6xhKXA9He6DCk1SfkHLELTm3V0IHt8N1AGHAG5UzR(RPAMfAKfeBQ,Z0VSYvS7IcZTq3881EeXIOZMrkZdfdVdG4zbs200
STATE,1.vs,ZZZZZ000001752CW00lq1Dy4zi7Ra6Ced(8nmO7pucpmtYVQMtjoZV,ZyJ94ffi1jqHf6DR86Kd2HJ4GF6Wgr9GPhA)k0h8(dTXl9B7f3BeEk,ZH5Q6zy7peL)oMsctgUNsEcn5AB5Tk5)odlAAo5(I8Un16X9HiyzFU,ZxRRXgygcwA4OOZHG3HjAHrOOb(tJen4Y)qcrqcqi3x7SrNUplkdvx,Zt837i13C0nEICFZYF8ExTzNDIA70EnJKyZ7yXxviKKha6c87uO3Qe,Z3)5ZjCKubYnZUoF)8PP1YCTD8TjgPD8GWMRNaQ)oCeQJNfQRBTDB8,ZTBtg6e0PDFJaSUMGauuTkxTDpAE4aH8730TnG)WFi)j(xp8lfG1yI,Z3kpUQyXOnSKr688Eufhu1qg3FrLYzhW50viEIhsh5rMmbIWqFQCSz,ZdiYm2k8(pRfr3vyPDkle8FbSxc485SF5IhBjYWtIlmv5KkLhP0qzu,Z(8vz6N8k)I38hpCPmejy07lnhyJ3u87WoZKcNsZKliL9wXTe2vaYr,ZpNnQz3nhBl0ifnkzo1BqXmSW3uDw)hN106C4obC8ScfmGKvQ1Z4DR,ZLXtAl4btSjXMCVC2pEKTUggv6Rlo6PSPw1u30fpRsHKZHdz5S(i13,ZHFKeps9XjBgeThnYMmP7vc(Qoz3kpalEalDw5SD)Gi2unOsqc3Fq),ZRB7Ggjeyye4qtHhwQ3MQVa1E3z3FYL6XuoWvGhxld9XQzZTYVFOU7,ZJ7aM(POvoueKM1EyXfsz40ELC0loj6li35xGOnjWdoSIwBfY9mkl2,ZGPfYLGI9b8rscxhQYUtK1nWsm9yXkRb1hvfaV3aHlhAuN7ECZwXQH,Z9kwrBusmRJ)kcXL91FLlAG3oXiQ0E40jKMvhp0y(vH1Fy49yGGNyw,ZKi3cQfIONdqja0Iw8Hga1idIOIPFlGr27o6EfqgEYTXMSt7BwEf)g,Z5iWBoZ((1hXFUK1geFpRm3CIuYNOFsBQW835C9tVYg3Bpx6Njce1N,Z8mmV)5XRP7sMntVgXd089Nf7Zzfc3bVYOtfGXYZp5kq7Au(F0tHtP,Z8hpRlWl7eko)tfhkoVuJ71yPVVgP5sBa14HnpkWVz70vqWZpY8wlk,ZXtil(f47)j4dcxoEojEh0d9Cxy0rqPjGn)llbtPMgWpG1nMebocrW,ZNhkIxCTQiiYBJhWInPkh(7nIquyJw5G5CLd1uJU9KOf8SlY)yBzC5,ZPHc3rj2p9YkCfjGc7G02X9eUUvLHkRsaWaXQKorbBWmCBfLma(AGV,Z8pKNGWQnFbgOTY(evhzoACe(FwEM4fv3bt16b5qEO9jEeixbYtYw8,ZN0EswBLgaRjJUBlF10j)RuBOwR(Zox2YiIhwJOWuuaukcU0A2eZFL,ZtSzSXAUr0)Pp6WyWdr3G0(qGKBAMW1wnWhhApG6zmKkii1pni5Zvs,Z7wzPv71FUv6tmTcH5g8)XqxT7llQlK7Brjtvy1QfkD1h9Ledy4PQw,ZI0gV0FpMBhRqWHq0hpRnwZ)lJ6)aXRYl1b6bAbqgCtK1eUuCWdN4l,Z4QWyfT0VdTqqlolL0HAFwBTN0ggTX10(QuCBPrsujGPXWIksq(ohz,ZOVdoAhEj5032d(bIkcGO63KmdeqqfH1E9OmMIyZlOKsxNACSMPfnV,ZkOaXqu11I(F(eU6VbTuKvPrexU1uLVKa)XCoi(3HnN6xYO845ckr1,ZpOtVA874b(0cVEW5)wQBbKaCbrfvlB2QS9jJKC5tdIx27GYLU7ZDL,ZnDYWFfSJJKZajptFDPZ3qHxbp6dwL1OiLlojnBStaOD3C)k1jSn2r,Zpp0caLwREMr(5qe8UYf6P34eBmLmDud2Z)sF)X2RuA1WMd1F8tWYt,Zhjs08LYvBWOvKHyc9BThGAZV)ztfBjp1KxnHRHfhWKqpWsmoEJM9J,Zi6cFE4oiCMH9wLD7sC5h7z95Ub3GjKzwEyVdw5gdu0X7BoniMgR48,ZElqDO0c6TkzfExY8FSwrPG)MDR2zj0fovgv3cESyWDxRo9vHPwMno,Z3DAYEbtBkQFKYVWW0xfya9kBfAMqwT1D3mNnEi6EGPF)sJl30oeKQ,ZckCmJDVGkeX74m2m3T5rttjC4GfnCptbRTw)W5hX(D05DtmFUsY)W,Z3MGlbruNsL1lBCfX5UtE0RRirYxi6LVrsKGwcrhssr6IgUGTsa3jw,Z1s1AuW8jb2dqwtRm1qCinQYJvHGa16m79i68xXeNAGbU0CsG2dKuz,ZaxyTvrWtjtyebr8pbEfHKZEA23I0QPu4rEbBihn7W8BxZ13pJV)jT,ZuYxILNgq6ad6IrCM0tqpsWvBYBt4XFMhDONoPGYOMVg6N3dReUKBn,Zz(Tt8ucp4GcUHfmC4

